Insult,Date,Comment
0,20120529131159Z,"""Welcome Socialist Serfland. \xa0Hope enjoy stay."""
0,20120529031147Z,"""how nonsense technicals play part game? exactly didn't. wanna make excuses old slow big 3 three"""
1,,"""Stick tha dick back ya mouth make like Haloween\\nand bob apples. Dumb bitches like dont deserve talk"""
0,,"""2 pints tenner, pub near charges \\xc2\\xa34.10 pint \\xc2\\xa34.30 budget, Sick"""
1,20120609191838Z,"""Maybe braindead moron, religious bigot."""
1,20120529220003Z,"""The pills little technicolor friends. They stop voices head."""
0,20120620151946Z,"""Watch It Romney, You Are Starting To Act Like Ole-Buma, Marco Rubio Not Eligible For The VP Spot, He Does Not Meet The Birth Requirement Of Our Constitution..... You Had Better Clarify Your Statement You Will Lose Votes. Cheers Semper Fi"""
0,20120530031603Z,"""dude dont troll........leave alone"""
0,20120528233151Z,"""whats bankroll look like"""
1,20120529013430Z,"""Don't keep Nag waiting.\xa0 It's hard knees.\xa0 'Twisted'.\xa0 Tonight.\xa0 Bromance."""
1,20120529044533Z,"""GAY FAGGOT NERD FUCKERS \r\nTROLOLOLOLOLOLOLOLOLOLOLOLOLLOLOOLOLOLOLOLLLOLLLLOLOLOLOLOLOLOLOL"""
0,20120612131545Z,"""I think making fairly common mistake assuming anyone vote Conservative ""progressive"". Most Labour heartland North deeply conservative attitudes towards benefits, immigration, Europe many things, Tory Party badly damaged goods here. Labour put frighteners voters saying ""vote us Tories get again"".\nIf Tory party implodes longer used threat, Labour last much longer."""
0,,"""@jjdjjd @raygillies550 Again, abortions case rape incest? In case mother's health? In case fetus viable? If not, many 340,000 sort cases?"""
0,20120609223645Z,"""This pretty, I like necklace better."""
1,20120529172557Z,"""your ego makes less qualified."""
0,20120529051717Z,"""Most common things Miami Heat ""fans"" say:\n\n1) Lebron GOAT\n2) You hater\n3) You mad bro?"""
0,20120619131912Z,"""Why Putin deal? \xa0He murders differing opinion. \xa0It's good President."""
0,20120611184740Z,"""They'll throwing bin, works, too."""
0,20120620072548Z,"""Love Jac always -- true yourself. Good saying tabloids."""
0,20120528194339Z,"""lets see them. LOL moron"""
0,20120609225238Z,"""Damn.r.ip. lilphat.streets gon miss u.webbie keep yo head up.got u wen I drop new sng.niggas drroppn like flies city can't caught slippn outcha"""
0,20120528100210Z,"""Damn!!! You quite hottie!!!!!"""
1,20120320164328Z,"""Those taxpayers scorn pay wage ridiculous benefits, moron.\xa0 make sick beneath contempt.\xa0 You're product legalized monopoly negotiated people trying buy influence unlimited supplies taxpayer money.\xa0 Screw off, parasite."""
0,,"""Definitely number questions asked drives engagement, It easy appears direct access one world\\'s famous newspapers. Plus ask questions extremely relevant moment. And content behind pay wall feels like ""free access"""""
0,20120620124033Z,"""The greatest generation World War II saved nation world Hitler old white men women."""
0,20120619155905Z,"""The law federal law. It's basically illegal law! Then again, crony conservatives well known everyday average crooks anyways. The sheeple voters used sort thing...."""
0,20120529194639Z,"""Woman avatar number 1 :P"""
0,,"""wrent stokes eys da aressted pub raided rira """
0,20120620032318Z,"""I think called likeometer"""
0,,"""http://www.youtube.com/watch?v=6Ejga4kJUts&ob=av2e love chick's voice"""
0,,"""rape, defication, urination, squatting private property... crimes society..."""
0,20120527173236Z,"""How much trouble would I get I walked someone punched face? (I'm looking izzy gutierrez)"""
0,20120610133244Z,"""And point heterosexuals brought peaceful, loving beautiful world? Read news. Heterosexuals brought world brink destruction.\n\nYour logic off. What ""consider, think deeply on""\xa0 homosexual born way.\xa0 When think consider deeply becoming heterosexual (if are)\xa0 stand mountaintop tell rest us done? \nTo drill gays lesbians sick perverted shame death one way ticket Muslim country Sharia law. You pack bags go anytime.\n\nGet used new world. It's going away... unless heterosexuals destroy sooner later."""
0,20120610064914Z,"""Lsempa, not, called ceap popularity. If would like M7 others"""
0,20120611104900Z,"""sure u baddest nigger"""
1,,"""fat lip monkeys get shot???and r u smarter blacks u rice dick suck noddles day dont make u smart"""
0,,"""The GOP can\\'t help themselves. \\xc2\\xa0The way I see nominee elected focus economy. \\xc2\\xa0I think it\\'s better, stats show that\\'s underbelly Obama. \\xc2\\xa0Instead, GOP focused ""pure"" candidate bringing issues contraception discussion dead bang loser GOP, means continue tell women know best."""
0,20120609211959Z,"""Amir Bhai really Great Job, A Job, A Duty, A Humanity every Good Citizen beloved India. May\xa0ALMIGHTY\xa0ALLAH bless loving ones. Keep It Up......."""
1,20120620034345Z,"""CLOSE YOUR MOUTH CHIMP"""
0,20120620161735Z,"""yes holder , right matter much crook are, mention racism inject everytime speak !\xa0 all....gaybryan like !"""
1,20120320065019Z,"""Haney suck painter...keep day job...wait suck too"""
1,20120529044406Z,"""GAY FAGGOT NERD FUCKERS \r\nTROLOLOLOLOLOLOLOLOLOLOLOLOLLOLOOLOLOLOLOLLLOLLLLOLOLOLOLOLOLOLOL"""
0,20120618214128Z,"""it's called living means adhoc...it's entirely possible worked 43 years accumulate 3 million probable, teachers probably good level sensability. Plus teachers could mean college professor...who make quite bit many universities."""
0,,"""Or alternate address - corporate headquarters:\\n\\n \\n\\n\\xef\\xbb\\xbf\\xef\\xbb\\xbf\\xef\\xbb\\xbf5005 LBJ Freeway, Suite 250\\n\\nDallas TX 75244"""
0,20120529211838Z,"""Not us are...only some, dead alive.\xa0 When leader loser, everyone lost!"""
0,20120609173056Z,"""Um, little fugitive traitor? Your holes showing."""
0,,"""@Brenda55\\n\\n I wish called dropped knowledge bomb them! They known themselves."""
0,20120619235406Z,"""I understand comments concerns national safety secrets, certainly bet whatever is, enemies undoubtedly already know probably ever will.\xa0 National Secrets?\xa0\xa0Not!!"""
0,20120527200251Z,"""To be:that question!"""
1,20120610091054Z,"""no dickhead.\nI WON THIS FIGHT!"""
1,20120611165855Z,"""And idiot."""
0,20120610073005Z,"""Cyber-bully now, well moron, idiot, freak... rest.\nYou know met match topis, go quietly you. \n\nPerhaps I spot next posting, get away it. Bur perhaps not, I pleasure refuting again, knows?"""
0,20120619203950Z,"""YOu mean something like romney bus beeping outside obama speech?"""
0,20120502224809Z,"""You flatter needlessly."""
0,20120529041257Z,"""The article really say much. Israel increasing number illegal aliens\xa0to deal with. Got it. \n\nAppears author Ghitis felt compelled congenital left wing bias write something almost sounds negative Israel\xa0as propaganda intended morally normalize moslems every day places like Syria."""
0,20120530143739Z,"""They #4 SEC would dominate 90% conference champs"""
1,20120619062405Z,"""Nazi_inc,\nmy people didnt forgot Salazar era still many people remembers it.\n\nToo stupid common sense, sad little nazi? :D\n\nYou never ignore me, clownish hatred clownish comments always exposed me."""
1,20120611063425Z,"""you soooo inteligent white girl. Tell us black people ourselves. Im sure u know us do"""
0,20120610151937Z,"""You fail miserably thwarting logic. Ever hear ""rule law"" obviously pathetic educational backround? Idiots like make blogs fun laugh at, place society anything clown. How many commendations Congress Presidential administrations? Zero. Who significance world? I think zero sums up. A big fat waste resources obviously flawed specimen human race."""
1,20120528094928Z,"""You clearly stupid, meant thumb."""
0,20120619220429Z,"""@Rourke needs give fucking like\xa0Bah! I know! I've editing work night, tough stuff."""
1,20120320191207Z,"""Proof positive idi0t"""
0,20120611220724Z,"""If love Argentines much Waters.....why dont pack turd son piss live new mates...lets see Argentinians find little cretin son oyur hanging one memorials"""
0,20120529210243Z,"""patt put pagan second speed bases first 2 hitters"""
0,20120610135343Z,"""They're ALL taking orders Globalist bankers ALL bought paid for. But obviously well programmed seriously nasty opponent ALL things American...you're idiot plain simple."""
0,20120528234709Z,"""Nope. Just want see blonde's set. Thx ahead time."""
0,20120515185318Z,"""I like pins, haha :)"""
1,20120611233949Z,"""That \nBe \nGreat \n\nExcept , use word "" WE"" \nYou pat het ic loser , living oa Che que pay Che que \n\nHaiti \nDoesn't \nNeed \nYou \n\nI doubt even help .\n\nThank you"""
0,20120528025002Z,"""Hey, hey guys! So, anyone know Nabari No Ou is? It's manga/anime, I'm curious anyone knows likes it. Anyone? XD"""
0,20120610071941Z,"""ignorant dumbasses actually think angel. Its fucking guy walking. \nJust hes wearing white vail makes look like holy christ like. Doesnt mean angel.\nFFS people."""
1,20120529131856Z,"""Another big tale coming someone ideal hell talking about."""
1,20120528134547Z,"""P.S. And drop loser Suzy.\xa0 You LOSER trouble maker.\xa0 Exit stage left, go get job.\xa0 It RAP!!!!!"""
0,,"""\\xc2\\xa0A simple, history based warning Liberals there.\\xc2\\xa0 IF will\\n take little time review history, real history, revised \\nversions are, become popular today, find \\nthat gays persecuted worldwide ever since Fall Rome.\\n\\nThe radical elements, socialists, Marxists, Communists encourage gay movement indirectly help become powerful.\\xc2\\xa0 Once control, things change dramatically history clearly shows.\\xc2\\xa0 What happened gays Germany, China. Russia? What happening right gays aftermath Arab Spring.\\xc2\\xa0 The called hate gays say get Right one day seem like little teasing compared waits Republic survive.\\xc2\\xa0 We People (All us) dangerous path.\\xc2\\xa0 The current Administration must defeated cost November. Our Liberty requires nothing less!\\xc2\\xa0 \\xc2\\xa0 """
0,20120609165502Z,"""When I ever say supposed like wrestlers? You like whoever fuck want, I'll make fun times it. And besides criteria people like simple ""root guys hardly featured hate everyone everyone likes"" LOL I even like Punk would I care people should? \n\nGame set match."""
0,20120611184448Z,"""More jurk material Apple fan boys. Those living mom's basement could care less"""
0,20120610041127Z,"""Name calling,one many techniques used disinformationalist viable, logical, well reasoned comment."""
0,,"""Could nice little gift husband valentine's day - long now."""
0,20120610134204Z,"""Whoever down-voted analogy f***ing idiots. Well spoken sir."""
0,,"""they knew old could nothing,bully boy tactics"""
0,20120619033159Z,"""I'M THE REASON WHY PEOPLE WATCH WWE PEOPLE POWER."""
0,,"""Penn publicity whore. After Hurricane Katrina hit New Orleans, turned boat go rescue people hadn\\'t evacuated. He also full film crew boat\\xc2\\xa0with him. One real First Responders heard ask ""Where the\\xc2\\xa0 people rescue\\xc2\\xa0going sit?"""""
1,20120620160136Z,"""Obviously deeply sad, twisted debauched indivudal I meet I would take great pleasure tearing face clean off.\n\nWhy You top world favour, doubt one final masturbation anout Jon Venables little maggot"""
0,20120619165248Z,"""Man tht Tgirl getting big phat azz run threw....i ain't gohn lie I'd bust big ass too...i done trannys fucking hot..."""
0,20120612053248Z,"""Lindsey headed another train wreck??"""
1,20120612145516Z,"""Looks like the\xa0dipshat left building.\xa0 What joke.\xa0 Go back came Bob slob."""
0,20120610151221Z,"""Fuck kid, lets get narrator bastion. Also, narrates movie."""
0,20120528233844Z,"""Craig Jay come DL Friday. We'll start playing better.."""
0,20120530024242Z,"""Are kidding me! Jail! Way line!"""
0,20120610002327Z,"""And Bolin's like ""Fuck Mako, I'll break Asami!"""""
0,20120612000630Z,"""Hi @Rachel Jones / Black Eiffel. I perfectly fine. I miss you! Thank goodness I blog read, I least admire afar. I hope well beautiful family."""
0,20120527212427Z,"""Good outing Buch. He looked better lately."""
0,,"""Deserving winner! Wonderful submission, wonderful shelter! God bless bullys!"""
0,20120612024902Z,"""Y vos ya te hacias cantandole como Pedro Infante...."""
0,20120620001232Z,"""I strongly recommend end whatever going on. He's upsetting holding back finding someone potentially great. He ex owe time. Good luck."""
0,20120611215900Z,"""A Sony troll?? That's something new. How dude?"""
0,20120515222350Z,"""Please, spell fucking name right..."""
1,20120611190422Z,"""Morteza Hosseini, idiot."""
0,20120502160539Z,"""let guess spinoff kid named ""Just guy"", would dramatic series much charlie sheen, duckie ashton fucked life naked photo shoots them?"""
1,20120619221906Z,"""go eat ships shut fuck .....you nothing stupid"""
0,20120529002929Z,"""is guys u stand by"""
0,20120612013613Z,"""Just puzzled query (or perhaps I'm 'stirring pot') - given swirling membership knowing oils, essences, creams ... going good rainbeaus?\nDo really expect stay looking youthful sexy forever, without little help? - sure himself, lacking background.\nAside hormone replacement testosterone cream (1 ml applied skin daily), WM (or Asian M) gonna need ... leave greased-up-and-shiny smelling like fru-fru, piss-ante, faggoty-ass stuff.\nThink it, folks."""
0,20120529200147Z,"""I've fan since ""A"" line, Elias, Arrnott Sykora."""
0,,"""@noBjustRyan @jakesnake99 comes injury history"""
0,20120529032417Z,"""@JHD = I TOLD YOU SO\xa0Interesting selection schools say least."""
0,,"""The reason people gay ugly stupid find mate opposite sex. Fundmentals science, preservation species lend self well qweers lezzies. You obomination nature, To bad parents gay."""
0,,"""This reason NJ need vote anyone supporting bill. Liberals love use issue conservatives yet voted CA. They use politically dislike personally. Liberals worse scum suck to. Thank goodness Christie. """
0,20120609213857Z,"""Cover yout tits issue skank."""
0,,"""50 million Americans food stamps, jobs flying overseas breakneck pace, keep shooting foot far energy independence, John Corzine walks free Americans speak government persons interest Homeland Security, millions undocumented people pour border, official policy prosecute unless kill Americans interfere CIA's hegemony drug profits, (yet Granny forced take diaper, humiliating scrutiny family die dignity (too late)), Congress reaps profits insider trading system gamed banking corporations offshore booty tax free, yet leaders behaving like grade school children, sticking tongues one another. And wonder America drowning debt beholden foreign banking interests?\\xc2\\xa0 We audacity lecture Greece, yet debt makes liabilities look like penny candy. Keep voting children people, blame DC; look mirror."""
0,,"""nice live style\\n\\nhttp://healh-med-news.com\\n\\nok\\n\\n """
0,20120610025332Z,"""That thing looks like Sloth Goonies. Should scrapped made new one. And dear chrisitans, God him. So fuck fuck you."""
0,20120529013433Z,"""J.B., thinking today, hoping content new home, never think sacrifice goes unnoticed, forgotten, proud you, Dotty Griffith..."""
0,20120620121404Z,"""@YinzerinCT\xa0\xa0@BGW\xa0You would greatest reality tv show time. I would watch verbally abuse day night."""
0,20120620125729Z,"""They thrilled guy might get indicted fraud impeached Congress turns around becomes little less fascist."""
0,20120611220828Z,"""Who fuck drew dat? \nOh wait haha"""
1,20120620155440Z,"""You can't see clueless idiot. Show helping middle class stupid Obama semen slurper"""
0,20120529060526Z,"""Lebron Wade work court\n\nChris Bosh sitting bench. ""Forever alone"""""
0,20120620012534Z,"""Former MSNBC host Keith Olbermann doubled audience overnight when, 2003, delivered series pathological attacks President Bush. In 2008, former sportscaster struck perhaps personal best: \u201cYou\u2019re fascist! Get print t-shirt \u2018fascist\u2019 it!...You, sir, place government people, people, people. The lot symbolic descendants despotic middle managers banana republic \u2018freedom\u2019 ironic brand name, word reach want get away opposite.\u201d"""
0,,"""Poor Liberty Rose. I watched battle via facebook group entire family brave! It wonderful tumour disappeared!\\n\\n \\n\\nThe teacher disgusting, would make 4 year old clear ACCIDENT let alone child disabled following cancer battle!!!! Shame teacher school come that!\\n\\n \\n\\nWell done Dawn & Carl, keep fighting beautiful Daughter! """
1,,"""never ratified?\\n\\nget fuck go back silo."""
0,20120530140122Z,"""I ashamed ever supported piece crap. one time seemed good actions state country went hill anger held inside. something doesnt change soon see alot type death country go war claim land. many die wont pretty country back hands real AMERICANS. obumbles must go I blame this."""
1,20120611231311Z,"""@adamomars\xa0\xa0@Dieofnv\xa0the last thing said sound like idiot like mcshay research. fact said main source gaming news proves idiot. stop tough internet"""
1,20120527173005Z,"""""Papism""? How ""Popery""? Aren't late klavern meeting? Sheets washed starched? Eyelits cut white hood?"""
0,20120612123839Z,"""me-hole - hahahaha - fuc&*ng class"""
0,,"""And I\\'m reading apology Sarah Palinesque apology less: claiming detractors found ""gotcha"" moment quoting idiot verbatim..smh"""
0,,"""The day Sharia book Leviticus becomes law right. For laws made man state gay legal. Don't like it? Move Iran. They say gays there,."""
0,20120612141145Z,"""No ass kicker, yours!!!!!"""
0,,"""Don't let door hit way I hope Ronald Reagan blow-ups dolls well Nepal. """
1,20120619022008Z,"""This website named www.haterscentral.com website full people like you."""
0,20120610131526Z,"""WAIT!!\xa0 They already little toad!!\xa0 They're yours!\xa0 The rapists, murderers tax cheats, name it!\xa0 They're ALREADY YOURS!"""
0,20120530001221Z,"""What's going say? ""Nope sorry. Next question."". Then would criticized answering simple question. lose-lose him."""
1,,"""Mane stupid fuck thinking everybody pose nice fat shape ass go hard beyonce would people diss fat ass"""
0,20120529144325Z,"""According on-the-scene french newsman, happened moving crowd. \xa0That's takes."""
0,,"""\\xc2\\xa0\\n\\nI know bit\\noff-topic seems little slow around I wondering anyone\\nhad read stuff Santorum\\xe2\\x80\\x99s wife. I\\xe2\\x80\\x99m positive it\\xe2\\x80\\x99s\\ntrue yet I haven\\xe2\\x80\\x99t able prove isn\\xe2\\x80\\x99t research\\xe2\\x80\\xa6..\\n\\n\\nMail Online:\\n\\n\\nRevealed: Wife pro-life presidential candidate Rick Santorum had\\nlove affair abortion doctor 40 years senior... delivered as\\nbaby\\n\\n\\n\\xc2\\xa0\\n\\n\\nThe wife fiercely\\npro-life presidential hopeful Rick Santorum six-year love affair an\\nabortion doctor, 40 years senior - who, incredibly, delivered baby\\n- emerged. Karen Santorum, 51, who, like husband, opposes abortion\\neven cases rape believe using birth control, lived with\\nPittsburgh abortion pioneer Dr Thomas E. Allen 20s 1980s.\\n\\n\\n"""
1,20120609185525Z,"""And nobody partially gives fuck gaRbage state"""
1,20120612144047Z,"""And going tough guy?"""
0,20120528145219Z,"""You realize, Big 12, SEC, B1G Pac teams would lose 1-2 games ACC team make NCG, right?"""
0,20120619235010Z,"""Take meds"""
0,20120612033317Z,"""My favorite part show killing Vince shot air."""
1,20120610163645Z,"""So perverted mind someone posts something Obama ""discredited"" ok post unmitigated bullshit do?\n\nWHHHHHHHHAAAAAAAAAAAAAA HA HA HA"""
0,20120514050655Z,"""To fair Troyzan, start alienating people 100% clear going home next time immunity.\xa0 That's started acting like dick, whole ""THIS IS MY ISLAND!"" shit won, etc.\xa0 Before that, working social game fine."""
0,20120620013526Z,"""PRESIDENT ROMNEY!!!!,It nice ring it!!!!"""
1,20120320212012Z,"""you idiot doubt seriously ANY proof back ridiculous statement"""
0,,"""@XxTheBossxX227 one there's 2?\\n\\n """
0,20120620180318Z,"""Campy sorta similar Compy, brings us Compsognathus, scavenger. Why, I think I've gained insight mind Glenn Beck along way, addition getting better handle good troll Campy."""
0,,"""@daddymention thanks man."""
0,20120611170451Z,"""Hispanics bunch hot-blooded people. Loud, drunk, murderous, always h e t!!"""
1,20120609173059Z,"""You really NOTHING animal, you?\n\nHave nice day, I sincerely hope manage get help anger issues.\n\nYou OBVIOUSLY DEEPLY DISTURBED sympathy."""
1,20120530054339Z,"""I pointing fact SEC fanbases borderline crazy. It's have. If made upset, get fu<v>cked whiny little b<v>itch"""
0,20120529151736Z,"""Let's prove theory chewed seconds see stand. Hopefully jugular touched."""
0,20120620142347Z,"""you really great woman mother. God continue bless family."""
0,20120527210607Z,"""Additional thoughts based people's info:\n\n1. I kind agree SmackDown star thought though eventually I think Bryan legit shot title. Maybe blatantly move Raw, can. And please mention Tensai. The guy ready challenge Punk title hopefully never be,\n\n2. Ew, Big Show? Even I used despise Show booking, I would never say ew. Seriously, says that?\n\n3. None guys really pointed fact falling line Jericho. He come back immediately. He touring Fozzy gone lot summer. The one hurt Orton get right afterwards.\n\n4. Wait, talking two newcomers getting first PPV match face SmackDown? Sandow Cesaro point wrestling Orton. Miz would good choice falling far fast lately. I stand Ziggler Judas' idea Orton special guest referee.\n\n5. Raw least Punk/Bryan segment. Also, say tag team division, seem miss fact division full rebuild right now. Everyone Usos Darren Young Titus O'Neil Hawkins Reks AW stable stepping finding place. In fact, least fluid team right might champions still feel like real tag team serious threat. As far SmackDown vs. Impact, I agreed guys Impact, guys sometimes underscoring SmackDown solid story-wise especially wrestling-wise.\n\n6. Yeah, obvious TNA move positive Raw move polarizing.\n\n7. Wow, lot Hogan lovers. ""He made show better."" ""Best mic work career."" What? Hogan great mic 80s 90s. He improved. He lost wits charisma part. Laurinaitis plays role perfection, brought great Extreme Rules PPV. He long term storyline, taking company one step time. Hogan improved programming. The creative team come couple good ideas since Hogan arrived. Sorry, least Laurinaitis easy replacement.\n\n8. Btw, Sean, ahead anymore. I went perfect 20 Over Limit putting clear first. Second, I see points, Shelley could work. I think Morgan choice now. It could end wrong, Shelley much less safe much long term choice.\n\n9. I stick I said. Sting wrestling more. He skill presence had. He symbol hopelessly dragged around TNA desperately.\n\n10. Wait, Angle then? Then probably Sting. If not, people need realize Roode feuded Hardy already. He feuded Styles already. Basically, means someone fresh like Austin Aries Samoa Joe. Or Anderson built it. So I guess I'll say I hope Anderson Sting, probably Sting."""
1,20120620145406Z,"""No f u c k head!!!!!!!!!!!"""
1,20120620032153Z,"""you really stupid"""
0,20120611222224Z,"""""Let adults make decisions, long directly hurting endangering others.""\n\nYour words. Nothing put mouth crap came it.\n\n""I'm sure rider expecting society pick tab""\xa0\n\nThat's point. They bother even consider choices significant impacts others. Those demand complete freedom completely selfish.\n\nAnd, also blind you, rather ""jumping first comment saw"", I posted 40 previous comments, often undermining either facts logic libertine fools like yourself."""
1,20120320172805Z,"""hahaha wtf? ""jesus christ"" retard, embarrass internet."""
0,,"""Posted farther response...felt was\\xc2\\xa0germane discussing great deal today:\\n""The prince world"" (John 12:13) \\xc2\\xa0is master false systems. \\xc2\\xa0He crafts entire schools thought suck us destroy us...He\\'s behind false religions, false\\xc2\\xa0philosophies, false doctrine, false morality, every\\xc2\\xa0system\\xc2\\xa0of cannot lead anyone God. \\xc2\\xa0He infiltrated governments, economies,\\xc2\\xa0educational\\xc2\\xa0institutions, anything influence world. \\xc2\\xa0The conclusion John came sobering. \\xc2\\xa0""The whole world lies power evil one""(John 5:19).\\'The Invisible War\\', Chip Ingram"""
0,20120620082347Z,"""amen. true blue usual.\xa0 G-D bless you"""
0,20120611201945Z,"""Haha nice one Drew :D got :P good game!"""
1,20120320211745Z,"""Aww ok young tattoo haha tattoos idols gay dad grandpa tattooed gay nope idiot immature little bitch."""
0,,"""@FamousOriginalLucas imagine spending thousands dollars product people keep saying sucks probably fun. I surprised lasted long. Also, name calling way top. Ted tough convo with, often wanted win costs, still, dunno...whatever."""
0,20120619033904Z,"""she may. really know going do. weekend all. hold judgement little bit, you."""
0,,"""@jeremyziglar @butch.fries There WAFFLE STATION, GODLESS LIBTARD. tHAT IS WHY!"""
1,,"""suck dick assfuck! must die, gay cock sucker! bullshit!!!!!!!!"""
0,20120619045946Z,"""and power gone gas cars\xa0 mean emts\xa0 hospitals\xa0\xa0 store closed\xa0\xa0 yes berry this\xa0\xa0 time zooming around jet\xa0 leaves carbon foot print could never match\xa0 oh moocle jet also\xa0 4 fighter jets protect her"""
0,,"""but remember....this guy who's logic said we\\xc2\\xa0spend\\xc2\\xa0trillions dollars, would subtract debt.....and, divided wealth, would multiply......and, Mirandized\\xc2\\xa0terrorists\\xc2\\xa0we cruel blow silently skies\\xc2\\xa0\\n\\nthe man psychopath\\xc2\\xa0"""
0,20120612071431Z,"""Hodgson obviously rattled uproar Ferdinand (which nonsense really), went filled half team black players prove he's racist! He definitely went top! Ashley Cole, Joleon Lescott, Defoe: Definitely YES.\n\xa0But Oxlade-Chamberlain, form Walcott?? Young much either!\nIf going manage team, block noise outside (Ferdinand) get job. It's either risk England going preliminary stage \u2014 shyte really hit fan... (or, rather, fans hit shyte)!"""
0,20120529160201Z,"""yea you"""
0,20120618220638Z,"""It's man white, get right. And goes home games."""
0,20120618220326Z,"""Yes,, see every week kill us little bit more. Don't know sensitive are?\nPlease clap. We're officially begging now."""
1,20120529151710Z,"""HAHAHAHAHA can't handle fact I know fraud."""
0,20120610081511Z,"""Its sad state affairs indeed."""
1,20120529210341Z,"""SO freaking busy ... little time, many fucking idiot sheeple! \xa0\n\nI struggle understand depths zit-club sunk to. \xa0It's like never ending sucking machine pulling Down DOWN trapped maze delusions. \xa0WHAT? \xa0Hands? \xa0She's devoted post ... entire post! discussion hands, complete blown pictures pie charts hair follicles microscope. \xa0I hope realizes CAN'T get DNA sample picture Kate posted Twitter account."""
0,20120619010216Z,"""No difference Ford people Kiwis purely accident birth & never done days work lives (& never intend to) ever contributed society. Even bigger bludgers."""
0,20120528070442Z,"""@avclub-3cd1c74a2b0ffb32176086457dcf543a:disqus\xa0I meant basically portraying cocaine: ENHANCED! /Super Troopers voice"""
1,20120619221350Z,"""""Conservative"" scum bag retort criticism Grifter Queen Bitch:\n\n\nWAAAAA!!!!!!!! They're reporting stuff!!!! Evil Libruls!!\xa0\n\nAre Tina Tampa? You must be...."""
1,20120619075540Z,"""yea, identify yourself, dont big mouth here. You absolutely dont know me, technically see facebook id name profile pic it, else dumb see it. Come on, TV superstar bullshit."""
0,20120529225246Z,"""The co \xa0founder facebook\xa0 called Savrin billionaire parents come from\xa0 parents came Brazil . He renounced citizenship USA dodge taxes citizen Singapore."""
0,20120528214611Z,"""Rays lost. Picked ground them."""
0,20120612150100Z,"""The fact right front libtards faces! How long going keep blaming Bush Obama quadrupling debt, OUTRAGEOUS spending, lavish vacations, seperate plane\xa0for dog whenthey go vacations\xa0and overall dumb@$$ness?"""
1,20120528095314Z,"""Troll Spear\nAny prospect learning speak like anything except petulant child? No, huh?\n--------------------------------------------------------------------------------\n\nhey mfcker get fck dick fuktwatcockbitchfag"""
0,20120528225423Z,"""The heat(outside) hasnt bad since finals"""
0,,"""@Kick Ass I've never pulled guy dressed SWAT gear I used live North Hollywood."""
0,20120618223013Z,"""And winners are, correct, lawyers!"""
0,20120528221553Z,"""Don't worry, Dis/Marv re-release real versions later, almost nullifying purchase$."""
1,20120619235827Z,"""it's shit, I dont think comment get here. But free comes lots crap dont need. You M F"""
0,,"""romney would buy bankrupt it"""
0,20120528022930Z,"""spurs 3, tony?"""
0,20120529024607Z,"""Look, I never said athlete slow. What I stated numbers make pretty clear feature back. If think carry ball 260 season effective, evidence support it."""
0,,"""Yeah.. She ought give going I l shot.They much fundamentalist, rigid, steeped religious dogma practices. But again.. might blow car. C w r d."""
0,20120609212111Z,"""Sounds like make go along!! This bunch yahoos hell bent witch hunt, criminal court!\n\nReach way under, grab pull head....There now, free!"""
0,,"""it take tough man correct nation\\'s problems, milksop limpwrist like Mr. Obama...being vetted found recognized tough process toughest tough gut win nomination\\xc2\\xa0 -\\xc2\\xa0 exactly way I want see it....the process messy...its called ""democracy""\\xc2\\xa0 ....and Republican Nominee put forward blow past Mr. Obama real election begins.\\xc2\\xa0 """
0,20120514051136Z,"""She irrelevant Bush, Sarkozy practioners adherents conservative austerity bullshit.\xa0 Obama better get finger learn wind blowing, half austere himself.\xa0 This shit day people know manufactured solution counter-intuitive beginning sold frightened people snake oil salespeople. It great see people world finally waking rejecting shit all; except ignorant followers fear monger extraordinaire Wrong Paul\xae\u2122!\n\nThe Vons educated idiots fooled lot people Europe America long time! \n\nWhen Austrian School economic scourge wiped face earth I happy man! Until I harass condemn advocate, worship and/or practice it! For far many like Wrong Paul\xae\u2122 religion. Fuck them!"""
1,20120529025107Z,"""You're dim-wit."""
0,20120620142624Z,"""#WWEsucks\n#nWo4Life\n#FuckSummer\n#WeAreInControl"""
1,,"""BITCH ASS NIGGA, WE KNOW YOU A COWARD, YOU SCARED TO PUT UP A PROFILE PIC! GET THE FUCK OUT HERE!"""
0,,"""Nice girl Whiteout one worst films I ever seen"""
1,20120320065958Z,"""You're complete idiot!"""
0,20120529151809Z,"""Yes do....and price pay children's future."""
0,20120619133905Z,"""You mean ""clacking"" back him? LOL He's someone TYPING you.. computer.. somewhere... He NO relevance life life. And choose let impact does. My action NON action, rather comes KNOWING I could somebody I get mad. And knowing I CAN'T nothing NO bearing life!!!"""
0,,"""santorum medias sweetie pie!!obamas medias loving cuz know head head w/obama,santorum would destroyed,badly!!!-foxnews loving santorum hate newt,foxnews,all yanked santorum last place hed months,BUILT rick prior iowa, heared foxnews ogh rick,hmm rick,somethin rick, fact nobody left make newt gone,so santorums horrible record huge earmarks,voted raise debt limit 6 times,ricks well know wash politician,bluecollar regular guy?lolo!!take closer look!! rick basically copied newts ideas,but rick lacks substance,bigtime!! foxnews gleaming joy now,not cuz love rick,they dont!!cuz put rick get newt strategy worked.the media speaking newt past tense,they made mistake twice last year!! dont expect fox nosey ass,politically obsessed reporters expose rick santorum know really is,A BIG PROBLEM IF THE NOMINEE,BIG!!"""
